,text,score,kelas,,,,,,,
2913,sebentar vaksin tertular covid harua patuh prokes ya,0,netral,,,,,,,
2914,tega nya jepang gratisin vaksin covid rakyatnya diwajibkan bayar lebihmahal peras rakyatnya negara susah ditambahlagi bayar biaya vaksin rp orang ,-1,negatif,,,,,,,
2915, ilc berita harga vaksin corona usd sang profesor ngotot percaya lo jepang gratiskan vaksin covid,0,netral,,,,,,,
2916,upaya penelitian pengembangan vaksin penanganan covid global negara badan pengawas obat makanan bpom mengawal prosesnya berkala pemenuhan peraturan standar syarat ,2,positif,,,,,,,
2917,vaksin covid ragukan bpom pastikan aman beredar,1,positif,,,,,,,
2918,kali covid selesai orang at least vaksin plan trip tergendala selalunya bro ,0,netral,,,,,,,
2919,dana penanggulangan covid ya vaksin bayar perang pemerintah nyediaan senjata amunisi gratis loh rakyat pengin bantu perang beli amunisi bos,1,positif,,,,,,,
2920,,0,netral,,,,,,,
2921,alhamdulillah pemerintah sahkan undang undang gratiskan vaksin covid maksudnya pemerintah jepang ya,1,positif,,,,,,,
2922, korea kali nk once covid deh berjaya diatasi fully focus kat tour xde berjalan kat niat nk contest hadiah free ground package seoul semoga vaksin ubati covid berjaya dicipta amin,3,positif,,,,,,,
2923,semoga vaksin penawar covid berjaya ditemui allahumma amin contest,1,positif,,,,,,,
2924, negara maju pastikan vaksin covid rgm jokowi memaksakan kontrak penyuntikan vaksin china rakyat ,0,netral,,,,,,,
2925,pahlawan tim medis rumah sakit merawat pasien covid pahlawan menguji vaksin covid orang piknik pahlawan bang denny oh bang denny,3,positif,,,,,,,
2926,kehadiran vaksin covid dinanti masyarakat,0,netral,,,,,,,
2927,waalaikumsalam olla sih kompresor kiri henry asutenanto musti baca ,0,netral,,,,,,,
2928,covid undang pergi usir pamitan vaksin rebutan duitnya tidakada urusan kpk ya bangsa kesempatan rebutan mati,-2,negatif,,,,,,,
2929,pemerintah jepang gratiskan vaksin covid republika online mobile,0,netral,,,,,,,
2930,guysss first time jumpa orang anti vaksin irl kawan anti vaksin suruh baca konspirasi covid kat ig faizal osman baca sikit deh pelik geng anti vaksin,-4,negatif,,,,,,,
2931,vaksin lali ditemukan edward jenner doktor inggris abad temuannya dicaci maki vaksin bermanfaat manusia dunia temuan vaksin covid kadrun sok sokan menolak vaksin kadrun vaksin rabies deh,-1,negatif,,,,,,,
2932,every australian will get free covid vaccine vaksin gratis ilc debat harga vaksin covid negara intinya negaranya budget ,1,positif,,,,,,,
2933,bang bilang vaksin brazil ribuan dibantah semurah gratisin warganya ,0,netral,,,,,,,
2934,quote gubernur banten wahidin halim vaksin masyarakat gratis juta vaksin kuota pemerintah pusat banten,1,positif,,,,,,,
2935, sorg kawan kenal cerita khiamat ngn dajjal taksub pasal dajjal ngn iluminati and kat prcaya covid hg anti vaksin lps jwap ya,-1,negatif,,,,,,,
2936,vaksin covid realise sih,0,netral,,,,,,,
2937, seru ya vaksin covid deh ditemuin setahun hilih endingnya antiklimaks heboh eh mpe setahun vaksin deh ketemu,0,netral,,,,,,,
2938,izin edar darurat vaksin covid tunggu evaluasi keamanan khasiatnya,0,netral,,,,,,,
2939,vaksinasi upaya pemberian kekebalan tubuh melawan virus penyebab covid pemerintah menempuh institusi tanah air mengembangkan vaksin sobat yuk simak infografisnya sobat,-1,negatif,,,,,,,
2940,pemerintah jepang mengesahkan amandemen undang undang isinya penduduk negara divaksinasi penyakit virus corona gratis pemerintah jepang berencana mewajibkan program vaksinasi covid,0,netral,,,,,,,
2941, hoaks vaksin covid coba percaya dibilang hoaks ya hoaks mengerti ora son xixixi,0,netral,,,,,,,
2942,epidemiolog ingatkan berharap vaksin covid alasannya,0,netral,,,,,,,
2943,izin edar darurat vaksin covid tunggu evaluasi keamanan khasiatnya,0,netral,,,,,,,
2944, vaksin valid kewajiban vaksinasi dicabut reaksi negatif penyuntikan pemerintah jepang membayar gantirugi,-2,negatif,,,,,,,
2945,kehadiran vaksin covid dinanti masyarakat,0,netral,,,,,,,
2946,vaksin covid,0,netral,,,,,,,
2947, kau covid vaksin pemusnah kau covid spreadernye ajommm berkembang,1,positif,,,,,,,
2948,izin edar darurat vaksin covid tunggu evaluasi keamanan khasiatnya,0,netral,,,,,,,
2949,izin edar darurat vaksin covid tunggu evaluasi keamanan khasiatnya,0,netral,,,,,,,
2950,izin edar darurat vaksin covid tunggu evaluasi keamanan khasiatnya,0,netral,,,,,,,
2951,izin edar darurat vaksin covid tunggu evaluasi keamanan khasiatnya,0,netral,,,,,,,
2952,salut menggratiskan pemerintah jepang peduli keamanan vaksin valid kewajiban vaksinasi dicabut pemerintah jepang membayar gantirugi ,0,netral,,,,,,,
2953,ya baguslah ekonomi punggawa negeri covid bentar vaksin hebat punggawa negeri ,1,positif,,,,,,,
2954, pemerintah jepang gratisin tuh nyinyiran sih prop miskin baca fadli,-1,negatif,,,,,,,
2955,alokasikan rp triliun pemerintah jepang dukung ruu vaksin covid gratis,1,positif,,,,,,,
2956, butuh who sambut kabar vaksin covid aman efektif,2,positif,,,,,,,
2957,bpom izin darurat vaksin covid kesampingkan keamanan mutu,0,netral,,,,,,,
2958,bio farma cegah pemalsuan vaksin covid,-1,negatif,,,,,,,
2959,bpom awasi peredaran vaksin covid masyarakat,0,netral,,,,,,,
2960,kemristek perusahaan swasta produksi miliar dosis vaksin covid,0,netral,,,,,,,
2961,menristek enam versi vaksin merah putih covid,0,netral,,,,,,,
2962,bpom hatihati izin penggunaan vaksin covid,1,positif,,,,,,,
2963,menristek eijkman uji kandidat bibit vaksin covid hewan,0,netral,,,,,,,
2964,pemerintah bergerak cepat pengadaan vaksin penanganan covid,0,netral,,,,,,,
2965,kehadiran vaksin covid dinanti masyarkat,0,netral,,,,,,,
2966,bpom eua kesampingkan keamanan mutu vaksin covid,0,netral,,,,,,,
2967,target vaksinasi november diralat logis pakar epidemiologi menyorot menteri bidang kesehatan sibuk urusi vaksin,2,positif,,,,,,,
2968,target vaksinasi november diralat logis pakar epidemiologi menyorot menteri bidang kesehatan sibuk urusi vaksin,2,positif,,,,,,,
2969,pemerintah bergerak cepat pengadaan vaksin penanganan covid,0,netral,,,,,,,
2970,kehadiran vaksin covid dinanti masyarkat,0,netral,,,,,,,
2971,vaksin covid ditemukan ahli virus idap ahli menemukan vaksinnya satunya virus menjangkit diberondong peluru,0,netral,,,,,,,
2972, menunggu fatwa halal haram mui kesehatan mending divaksin tul ,1,positif,,,,,,,
2973, tegakkan pengertian vaksin covid orang stren virus covid disuntikkan vaksinn stren virusnya china vaksin covid ambil stren virus ind,-2,negatif,,,,,,,
2974,haah first baca haritu mcam oh noo lepastu dorang kaitkan vaksin covid ,0,netral,,,,,,,
2975,alhamdulillah berbahagialah vaksin covid gratis ,2,positif,,,,,,,
2976, hidup hiduplah simple takyah sakit otak nak pikir berat berat pasal covid konspirasi vaksin agenda yahudi takde nak pikir rilek lansung,-4,negatif,,,,,,,
2977,vaksin covid gratis pemerintah aneh,1,positif,,,,,,,
2978,baikbaik deh lu vaksin covid ketemu,1,positif,,,,,,,
2979,vaksin covid dinanti masyarakat,0,netral,,,,,,,
2980,pesan presiden joko widodo vaksin covid,0,netral,,,,,,,
2981,patotnya ambik vaksin kene covid masuk hospital kismis je biar geng die sorak diorang terpaling pastu mati beramai,-1,negatif,,,,,,,
2982,bang kur vaksin covid order rendang ayam bakar pengin order frozen tinggal diangetin masak asli minang dijamin enak bumbu meresap tulang pack gr isi ptg mix dada paha kirim bandung same,2,positif,,,,,,,
2983,dear sih sekeluarga bersedia jihad imunisasi vaksin covid niat jihadnya keburu kendor den,-1,negatif,,,,,,,
2984,dibuatlah berita vaksin covid menakutkan dibanding virusnya bagus sih berebutan kayak masker apd gue preorder pesan vaksin covid langsung china detailnya rahasia ah,0,netral,,,,,,,
2985,this is how they wrote those posts of covid senjata mohon petunjuk allah swt vaksin mengawal minda manusia subscribe princemeed,0,netral,,,,,,,
2986,kehadiran vaksin covid dinanti masyarakat,0,netral,,,,,,,
2987,pemerintah bergerak cepat pengadaan vaksin penanganan covid,0,netral,,,,,,,
2988,kaget akutu hahah who peringatkan vaksin covid aman efektif butuh ,2,positif,,,,,,,
2989, kabar vaksin covid ditemukan presiden jokowi pengadaan pelaksanaan keamanan keefektifannya,0,netral,,,,,,,
2990,jokowi harga vaksin covid terjangkau,0,netral,,,,,,,
2991, permintaan masyarakat vaksin covid saleh daulay presiden ,1,positif,,,,,,,
2992, masalahnyaaa kenapalah dorang je kena positive covid nak tengok mengelupur vaksin,0,netral,,,,,,,
2993,berita bagus belok an narasi vaksin haram babi produksi cina,-1,negatif,,,,,,,
2994,pemerintah bergerak cepat pengadaan vaksin penanganan covid keamanan keampuhan utama dilaksanakan tergesa perencanaan matang,1,positif,,,,,,,
2995,kehadiran vaksin covid dinanti masyarakat,0,netral,,,,,,,
2996, bilang hoax fisiknya obyek fz info prof menjudge baca prof biar wawasan vaksin covid men,-1,negatif,,,,,,,
2997,simpang siurnya berita vaksinasi masyarakat bingung penanggulangan covid ,-1,negatif,,,,,,,
2998,,0,netral,,,,,,,
2999,covid brakhir zaman nabi wabah thoun penyakit mematikan subhanallah tidakada vaksin wabah penyakit hilang hai kesabaran save from home,-4,negatif,,,,,,,
3000,ilmuwan memikirkan mengembangkan vaksin covid fiony,0,netral,,,,,,,
3001,kepikiran vaksin covid beredar virus normal ,-1,negatif,,,,,,,
3002,langkah pencegahan vaksin terbaik menncegah keluarga jangkitan covid pesanan ketua pengarah kesihatan malaysia ybhg tan sri ,1,positif,,,,,,,
3003,semoga vaksin covid dilaksanakan,0,netral,,,,,,,
3004,mohon info min masyarakat vaksin covid,0,netral,,,,,,,
3005,langkah pencegahan vaksin terbaik menncegah keluarga jangkitan covid pesanan ketua pengarah kesihatan malaysia ybhg tan sri noor hisham abdullah,1,positif,,,,,,,
3006,kehadiran vaksin covid dinanti masyarakat,0,netral,,,,,,,
3007,,0,netral,,,,,,,
3008, wuhan suntik vaksin juli cases covid ya,0,netral,,,,,,,
3009,ya tinggal suruh media bilang covid melonjak tanjam tampilkan kematian covid nakes nakes terpapar covid biar publik takut beli vaksin heheh,-2,negatif,,,,,,,
3010,yes sis kena kaji datangnya vaksin dihasilkan hasilkan lately akhbar amerika nak malaysia vaksin kes negara teruk takleh kawal deh takpe,0,netral,,,,,,,
3011,film hollywood bencana diselamatkan diselamatkan presiden pejabat rakyat jelata dibiarkan suntik vaksin covid harusn,-1,negatif,,,,,,,
3012, percaya orite orite tengok cuba ye anti vaksin covid pon kau propaganda berpeluh frontliner pakai ppe swab test kau propaganda melampau ,-3,negatif,,,,,,,
3013, kau demonize golongan antivaksin flat earther golongan percaya covid hoax golongan konsisten menipu adakah kau golongan ,0,netral,,,,,,,
3014,lu orang kasih panggung sembuh covid bangga melemparkan narasi hebatnya kemana intinya vaksin tidakperlu bisnis ya kudu,0,netral,,,,,,,
3015,langkah pencegahan vaksin terbaik mencegah keluarga jangkitan covid,1,positif,,,,,,,
3016,liburan pandemi ya literally minggu jakarta mengadakan psbb fase keburu booking covid heboh gaskeun vitamin vaksin influenza at least sehat sayangnya foto,0,netral,,,,,,,
3017,tahapan uji klinik vaksin covid diawasi ketat aman efektif,1,positif,,,,,,,
3018, syarat vaksin covid diproduksi ,0,netral,,,,,,,
3019,kehadiran vaksin covid donantibseluruh masyarakat,0,netral,,,,,,,
3020,bpk nya rajin rajin baca berita info sekeliling bpk ,0,netral,,,,,,,
3021,,0,netral,,,,,,,
3022,lembaga brazil impor vaksin covid china ditolak presiden bolsonaro,-1,negatif,,,,,,,
3023,vaksin covid sinovac lulus uji klinis fase,0,netral,,,,,,,
3024,nyebar covid sukses pandemic bumi jualan vaksin makmurr wess suudzon banget ajg,1,positif,,,,,,,
3025,vaksin virus dilemahkan sih covid berhasil murnikan ya otg orang terbukti kena covid versi normal dilemahkan sakit vaksin ,-1,negatif,,,,,,,
3026,vaksin covid cina pakai trypsin protein pankreas babi haram vaksin covid pakai trypsin cina babi dimakan gue lampirin buktinya,-3,negatif,,,,,,,
3027,contoh contoh nya tim riset vaksin stgas covid bilang tidakada efek samping dialami relawan bilang memank orang tolol tau vaksin apapun efek samping nya hoak ,0,netral,,,,,,,
3028,usul special envoy bertugas mencari vaksin covid biar nyocot nyongor melulu,0,netral,,,,,,,
3029,optimalisasi penanganan covid program vaksinasi pemerintah program pemberian vaksin covid masuk fase uji klinis tahap,0,netral,,,,,,,
3030,,0,netral,,,,,,,
3031,,0,netral,,,,,,,
3032,pengadaan pelaksanaan vaksin covid virus corona perhatian pemerintah presiden joko widodo jokowi pengada vaksin sesuai prosedur lna,0,netral,,,,,,,
3033,optimalisasi penanganan covid vaksinasi,0,netral,,,,,,,
3034,orang percaya covid tujuan business mask vaksin sanitizer cina fak,0,netral,,,,,,,
3035,vaksin anti covid menunggu vaksin anti radikalisme pesantren nu,-2,negatif,,,,,,,
3036,optimalisasi penanganan covid program vaksinasi,0,netral,,,,,,,
3037, setuju presiden menteri anggota dpr mpr ri disuntik vaksin covid rakyat,1,positif,,,,,,,
3038,duh kedaftar vaksin covid ,0,netral,,,,,,,
3039,via zoom meeting kepala komunikasi bio farma iwan setiawan topik keamanan vaksin covid,0,netral,,,,,,,
3040,ingatkan golongan anti vaksin golongan anti covid ,-2,negatif,,,,,,,
3041, disahkan who otoritas sejenis kompeten berhak menolak vaksin terbukti menangkal covid percaya ,0,netral,,,,,,,
3042, suka membaca zaman takut nak membaca ramai golongan anti vaksin anti covid galak article,-5,negatif,,,,,,,
3043,tolong disiplin menunggu vaksin tersedia pandemi jadikan kebiasaan sehari memakai masker menjaga jarak mencuci tangan menghindari kerumunan mari lindungi lindungi negeri bersatu lawan covid ,-1,negatif,,,,,,,
3044, pandemi covid mewabah dunia mari berdoa semoga keselamatan kemudahan kesehatan lindungan allah swt vaksin tersedia pandemi amin yarabbal alamin,3,positif,,,,,,,
3045, nama vaksin covid obat perkasa tahanlama menghadapi virus heuheuheu,-1,negatif,,,,,,,
3046,kenali penyakitnya kenali obatnya semoga vaksin covid ditemukan bangsa wabah amin,-1,negatif,,,,,,,
3047,depa cucuk vaksin plandemik je selesema je covid meninggal deh patut mati deh geng depa ,-2,negatif,,,,,,,
3048,kayak nya penangan pengadaan vaksin covid serahkan fz biar serahkan berisik,0,netral,,,,,,,
3049, masyarakat pesimis apriori menolak vaksin kelompok anti jokowi berisik pengaruhi masyarakat dngn agr pemerintah gagal tangani covid ekonomi buang duit beli vaksin lebihbaik uang fokus perbaikan ekonomi,-2,negatif,,,,,,,
3050, berisik vaksin lebihbaik pemerintah beli vaksin vaksin kelompok berisik ribet kasih vaksin gratis berterimakasih bersyukur biarkan covid lenyap dngn biarkan sgl sakit sembuh serahkan allah,2,positif,,,,,,,
3051, keamanan uji klinis vaksin covid diawasi ketat,-1,negatif,,,,,,,
3052, deh adek vaksin covid diorang amek eh,0,netral,,,,,,,
3053, kehilangan terkena covid menjadikan pahlawan terkena vaksin merdeka,-2,negatif,,,,,,,
3054,tahapan uji klinik vaksin covid diawasi ketat aman efektif,1,positif,,,,,,,
3055,this kind of people patut bahan uji kaji vaksin covid,0,netral,,,,,,,
3056,covid entar gue vaksin vaksinnya paten dunia beragam versi ,0,netral,,,,,,,
3057,khofifah pandemi kewaspadaan ditingkatkan protokol kesehatan ditegakkan sembari menunggu vaksin efektif covid khofifah gubernur jatim,5,positif,,,,,,,
3058, pandemi kewaspadaan ditingkatkan protokol kesehatan ditegakkan sembari menunggu vaksin efektif covid khofifah khofifah gubernur jatim,5,positif,,,,,,,
3059,kominfo quota browsing,0,netral,,,,,,,
3060,china lakukan vaksin covid masal rakyatnya memilikinya wajib vaksin china menolak denda juta tanggung erick orang disuntik,-1,negatif,,,,,,,
3061,sosialisasi vaksin covid tupoksi kemenhub kemenkes kemana,0,netral,,,,,,,
3062, kemenhub hgg kemenkeu bicara vaksin covid kemenkes bersuara vaksin covid aneh negeri ya nih,0,netral,,,,,,,
3063,today sih headline tim peneliti vaksin covid sinovac lulus uji klinis fase via,0,netral,,,,,,,
3064,arga vaksin covid itukan ikan buntal produksi nenek moyangnya sih zonk,0,netral,,,,,,,
3065, lu salah zon buktinya harga vaksin covid dolar beritanya bilang ongkirnya dollar penyebar hoax sih,-1,negatif,,,,,,,
3066, harga vaksin covid prof,0,netral,,,,,,,
3067, vaksin covid selesai penelitiannya bpom evaluasi produk persetujuan otorisasi penggunaan darurat emergency use authorization mudah mudahan direcoki kepentingan bisnis,2,positif,,,,,,,
3068,jelek banget pesannya prof sampeyan mewakili negara pebisnis vaksin sih penanganan covid tanggung negara free rakyat peduli beli vaksin belinya kemahalan ya dikatai goblok dikorup,-1,negatif,,,,,,,
3069, ya transparan rakornas ki xi rekomendasikan transparansi vaksin covid,0,netral,,,,,,,
3070, baca berita rakornas ki xi rekomendasikan transparansi vaksin covid,0,netral,,,,,,,
3071,rakornas ki xi rekomendasikan transparansi vaksin covid,0,netral,,,,,,,
3072,bu mega tidur rakornas ki xi rekomendasikan transparansi vaksin covid,0,netral,,,,,,,
3073,rakornas ki xi rekomendasikan transparansi vaksin covid,0,netral,,,,,,,
3074, serum institute india menjual vaksin sarscov kisaran harga us us fz lebihmurah hrg pemerintah,1,positif,,,,,,,
3075,tahapan uji klinik vaksin covid diawasi ketat aman efektif,1,positif,,,,,,,
3076,mestinya paham situasi global masukan cc mohon tahan tindakan covid vaksin huru hara berasal amrik mereda fb,1,positif,,,,,,,
3077, langkah bpom vaksin covid berisiko ,-1,negatif,,,,,,,
3078, langkah bpom vaksin covid berisiko ,-1,negatif,,,,,,,
3079,lo vaksin den gue ngeri lo mati covid rame dunia permedsosan lo,-2,negatif,,,,,,,
3080,timeline vaksin,0,netral,,,,,,,
3081, pemerintahan negara berhasil memegang vaksin covid alasan mengekang memingit rakyatnya ,0,netral,,,,,,,
3082, vaksin wujud kes covid sembuh,0,netral,,,,,,,
3083, zaman phd anti vaksin flat earth covid agenda yahudi alaaa anjayy single jelah mampos,-1,negatif,,,,,,,
3084,pemerintah pastikan vaksin covid berstandar who,0,netral,,,,,,,
3085, vaksin covid bahas,0,netral,,,,,,,
3086, berpikir semorang ditakutkan virus covid em cemana deh kena sembuh takde vaksin haih berpikir haha,-1,negatif,,,,,,,
3087,bisnis isu vaksin vaccine carier vaksin bth wadah suhu khusus rapid test pemeriksaan antibody covid paska suntikan dicek titer antibody jarum suntik vaksin,-1,negatif,,,,,,,
3088,pengadaan vaksin covid erick thohir bayar,0,netral,,,,,,,
3089,vaksin apeni covid iye takut sih nolak seluk beluk vaksinnya pengembangan vaksin iya secepat efek samping dllnya ya nolak,-1,negatif,,,,,,,
3090, sederhana bgaimana pasien disembuhkan vaksin vaksin diproduksi vaksin pasien covid sembuh,2,positif,,,,,,,
3091, vaksin teruji klinis berita orang korea vaksin covid memakan korban paham ketinggalan berita ya,-2,negatif,,,,,,,
3092,diorang terpengaruh on ig faizul sman duk sebarkan dakyah covid freemason illuminati vaksin dna babi zaman rasulullah sakit bekam je sembuh penyakit,-3,negatif,,,,,,,
3093, organisasi kesehatan dunia who perusahaan berusaha menciptakan vaksin covid vaksin mudah butuh kerja keras vaksin kali diujicobakan manusia,1,positif,,,,,,,
3094, tajuk utama kerja vaksin virus corona tubuh vaksin covid brbeda vaksin vaksin bahan produk mnghasilkan sistem imun penyakit,-2,negatif,,,,,,,
3095, kerja vaksin virus corona vaksin lainx vaksin covid mrangsang sistem imunitas mmbuat zat kekebalan tubuh antibodi brtahan zat mlawan antigen patogen virus corona covid masuk tubuh,-2,negatif,,,,,,,
3096,kawan laki orang and one of them anak kat icu xsure sakit antivax kerap status takut kn jer covid orang sembuh jer xde amik vaksin xnmpk jer status kak,-2,negatif,,,,,,,
3097, pejabat ente coba vaksin covid langsung rakyat lu duluan presiden menteri anggota mpr anggota dpr jajaran pemerintahan rakyat kelinci percobaan,0,netral,,,,,,,
3098,meleis taktahu mat saleh redneck kali percaya vaksin covid nak permainan orang kapir,1,positif,,,,,,,
3099,hika vaksin covid aman buktikan presiden menterinya divaksin asli vaksin ,2,positif,,,,,,,
3100, member ramai deh bertukar geng anti vaksin sjak covid taksub konspirasi haha,-3,negatif,,,,,,,
3101,mnrt ancaman pemerintah menjatuhkan denda berani menolak vaksin salah menekan penyebaran covid masyarakat patuh terkena denda mengurangi penyebaran viru,-7,negatif,,,,,,,
3102,eeeee wujud malaysia orang indak percaya covid sizzz vaksin development kes ramai mati semut kaitu mati iluminati tipu kak,-4,negatif,,,,,,,
3103, perkuat kekuasaan dijadikan lahan korupsi pembelian vaksin brazil beli harga us jokowi erick thohir harga beli us,-1,negatif,,,,,,,
3104,untung mark up harga beli us us,1,positif,,,,,,,
3105,dusta berjamaah ciri khas pasukan pinokio cuk tolong baca ,-1,negatif,,,,,,,
3106, memaksakan china lakukan vaksin covid masal rakyatnya memilikinya,-1,negatif,,,,,,,
3107,aji mumpung ,0,netral,,,,,,,
3108,copas ,0,netral,,,,,,,
3109,,0,netral,,,,,,,
3110,there is ig acc that sotry covid agenda who illuminati pastu vaksin sbenarnya buatkan orang mati apalah anti vaxx and taksub ngan konspirasi iluminati,-3,negatif,,,,,,,
3111,tukang bom sibuk vaksin covid duitnya kencengan,-1,negatif,,,,,,,
3112,jokowi borong vaksin covid lolos uji klinis sri mulyani klik baca aplikasi akses berita mudah cepat android,1,positif,,,,,,,
3113,sok outside there still not believe covid wujud punca kematian meningkat kau mesti puak puak antivaksin semoga tuhan penyakit covid kau kau sedar kau insan bodoh okay done,-4,negatif,,,,,,,
3114,heyy ,0,netral,,,,,,,
3115,teh mimpi aneh aneh random kadang mimpi nyata contoh mimpi gara gara vaksin covid meninggal berita kayak persis mimpi li,0,netral,,,,,,,
3116, nampk orang cakap antivacc nak menakutkan orang ambik vaksin covid the future microchip nak kawal umat islam deh rancang was like what the fuck,0,netral,,,,,,,
3117,oh percaya covid gelar anti vaksin anjay kecelaruan maklumat nya anti vaksin anti covid,-3,negatif,,,,,,,
3118, okay je penggunaan vaksin percaya covid,0,netral,,,,,,,
3119,eu dijangka terima vaksin covid april,1,positif,,,,,,,
3120, apbn nangani covid bayar vaksin sanggup,0,netral,,,,,,,
3121,test covid komersial vaksin covid,0,netral,,,,,,,
3122,dinkes kota batu data kelompok penerima vaksin covid,1,positif,,,,,,,
3123,vaksin covid cepat ,1,positif,,,,,,,
3124,vaksin covid cepat ,1,positif,,,,,,,
3125,ormas islam disertak,0,netral,,,,,,,
3126,beredar foto penampakan vaksin masyarakat disuntik vaksin masyarakat bersedia membantu dokter membujuk pemerintah bersedia suntik vaksin setuju,2,positif,,,,,,,
3127,vaksin covid cepat ,1,positif,,,,,,,
3128,vaksin covid cepat ,1,positif,,,,,,,
3129,vaksin covid cepat ,1,positif,,,,,,,
3130,vaksin covid cepat ,1,positif,,,,,,,
3131,malam sosiologi wacana pengadaan vaksin direncanakan pemerintah mengatasi pandemi covid hangat diperbincangkan,2,positif,,,,,,,
3132,vaksin covid cepat ,1,positif,,,,,,,
3133,vaksin covid cepat ,1,positif,,,,,,,
3134,vaksin covid cepat ,1,positif,,,,,,,
3135,vaksin covid cepat ,1,positif,,,,,,,
3136,bio farma cegah pemalsuan vaksin covid news bengkulu,-1,negatif,,,,,,,
3137,menristek enam versi vaksin merah putih covid news bengkulu,0,netral,,,,,,,
3138,presiden vaksin covid lewati uji klinis news bengkulu,0,netral,,,,,,,
3139,bio farma pantau efek samping pemberian vaksin covid news bengkulu,0,netral,,,,,,,
3140,vaksin covid cepat ,1,positif,,,,,,,
3141,vaksin covid cepat ,1,positif,,,,,,,
3142,vaksin covid cepat ,1,positif,,,,,,,
3143, lihay antikritik argumen sohib akrab opung ratna sarumpaet ,0,netral,,,,,,,
3144,vaksin covid cepat ,1,positif,,,,,,,
3145, takut jarum suntik sih ya berhasil keambil kali ya berhasil dicek sih ya memaafi salah berpendapat aplg entar vaksin covid ya hiks benaran setakut jarum suntik,0,netral,,,,,,,
3146,vaksin covid cepat ,1,positif,,,,,,,
3147,wakil bupati lumajang mengunjungi kantor utd pmi kabupaten lumajang meninjau langsung mantan pasien terconfirm covid mendonorkan plasma darahnya dijadikan vaksin penderita covid selasa baca ,0,netral,,,,,,,
3148,vaksin covid cepat ,1,positif,,,,,,,
3149, birahi demo dipending disuntik vaksin covid nafsu doang gede giliran menempel langsung banjir,0,netral,,,,,,,
3150,vaksin covid cepat ,1,positif,,,,,,,
3151,vaksin merah putih vaksin murni buatan negeri strain covid perkembangan vaksin mencapai persen ditargetkan selesai dipertengahan ,1,positif,,,,,,,
3152,sobat berita ketahui berdasarkan uji klinis fase iii vaksin covid bio farma tidakada efek samping dilaporkan vaksin disiapkan aman uji klinis ,0,netral,,,,,,,
3153, vaksin covid harganya dolar ,0,netral,,,,,,,
3154,vaksin covid cepat ,1,positif,,,,,,,
3155,,0,netral,,,,,,,
3156,,0,netral,,,,,,,
3157, baca judul baca isi beritanya,0,netral,,,,,,,
3158,,0,netral,,,,,,,
3159,berita lengkapnya bro gue twit kau kirim gue post bantahannya biar silakan baca full sorry gue cari duit twitland,1,positif,,,,,,,
3160,vaksin covid cepat ,1,positif,,,,,,,
3161, nasional penanganan covid terkendali tingkat sembuh diatas meninggaldunia dibawah vaksin lebihbaik bravo paramedis bravo relawan,0,netral,,,,,,,
3162,depa nak jawatankuasa strategik pengurusan pandemik covid kah tabahlah virus selagi vaksin fasa pembangunan,-1,negatif,,,,,,,
3163,covid virus rna virus hatihati fenomena adek antibody dependent enhancement vaksin virus ganas dbd korban nyawa philippine scientists ber hatihati adek virus rna hiv dbd prinsipnya hatihati,-3,negatif,,,,,,,
3164,gane antivaksin taknak ambik vaksin covid takutnya,0,netral,,,,,,,
3165,ilc tema vaksin covid narasumber pemerintah bumn ksp kominfo menkes kemana,0,netral,,,,,,,
3166,langkah bpom vaksin covid beresiko ,0,netral,,,,,,,
3167,ursula von der leyen ue pasokan vaksin potensial covid sungguhsungguh april,1,positif,,,,,,,
3168, prof vaksin influenza flu rilis negara cocok negara beda strain virusnya berlaku virus covid strainnya,0,netral,,,,,,,
3169,presiden joko widodo jokowi vaksin covid dipersiapkan masyarakat skem mandiri didistribusikan harga terjangkau,0,netral,,,,,,,
3170, bilang sakit pakai masker negeri dihimbau mengikutinya mainmain covid mestinya pakai msker eh dibilan,0,netral,,,,,,,
3171, covid vaksin diharap golongan antivaxx ambil ye agenda yahudi golongan antivaxx kena research pasal kandungan vaksin tunggu result hahahah,0,netral,,,,,,,
3172,psi mendukung arahan presiden pengadaan distribusi vaksin covid disiapkan matang detail aspek komunikasi publiknya,2,positif,,,,,,,
3173,juru bicara partai solidaritas psi dokter christian widodo pemerintah berhati hati kelak memutuskan vaksin covid ,1,positif,,,,,,,
3174, positif corona tembus ribu tanda melandai otoritas kekuasaan sibuk isu vaksin sisi rakyat jenuh ketidakpastian hmm jaga keluarga ,1,positif,,,,,,,
3175,have conversation with singaporean and he made singaporean joke whole world cuba cari vaksin covid but malaysia sibuk cari kerusi never thought im gonna laugh on singaporean joke,0,netral,,,,,,,
3176, covid melewati berganti nama covid vaksin covid wkwkw,0,netral,,,,,,,
3177, takut divaksin vaksin tubuh kebal covid,-1,negatif,,,,,,,
3178,tim pastikan vaksin covid sinovac dicek berkali kali keamanannya,0,netral,,,,,,,
3179,covid penyakit vaksinnya dengue berpuluh vaksin ampuh hebat banget sih covid,0,netral,,,,,,,
3180, bingung nih niat melaksanakan covid november vaksin november bingung masyarakat,-2,negatif,,,,,,,
3181,vaksin covid sinovac brasil rp,0,netral,,,,,,,
3182,vaksin covid sinovac brasil rp,0,netral,,,,,,,
3183,vaksin covid cepat banget ya,1,positif,,,,,,,
